164.589354294041,71.9651757938195,-84.7353766112739,-77.2297991825456,0,0.24,0.52,0.56
164.402537289209,71.942135429498,-84.6801658622352,-77.2619695672627,0,-0.19,-0.77,0.04
163.935507881844,71.93034109348,-84.7131853016186,-77.2171557918614,0,0.16,0.72,0.01
164.06232586479,72.0169023520049,-84.6376675106279,-77.3792348413771,0,0.23,0.75,0.06
164.415790707861,73.2616548447486,-83.7848386582564,-79.4768161864922,0,0.3,-0.63,2.44
166.524888218255,74.7466391639577,-82.8170690543084,-81.9295701096493,0,0.85,-2.68,7.27
165.613807970868,74.0310530138868,-83.2256808213286,-80.8053721925581,0,0.17,-3.38,4.54
155.243673507611,71.1141974049572,-85.756438081328,-75.3577593236291,0,1.76,10.02,-7.92
143.302205656269,70.605989429235,-86.2950413757888,-74.3109480534462,0,9.59,27.62,-13.42
136.086648503094,70.5579937063562,-86.3758681807536,-74.1821255256026,0,15.29,24.25,-2.47
133.437200179864,71.6262543961931,-85.6650054940528,-75.9612489021403,0,10.67,11.87,1.48
142.632092615877,73.163158333585,-84.3399177611087,-78.8232405724763,0,-0.61,-2.74,6.91
157.368694402972,74.4705178129725,-83.3895572296851,-81.0809605832874,0,-16.4,-24.1,8.73
168.148866483733,74.9780456835264,-83.0119113911196,-81.9661342924068,0,-15.22,-32.71,6.04
-175.68307976881,76.3273621133322,-82.2273115969563,-84.1000505163759,0,-5.77,-32.08,4.12
-160.682094491524,77.5183593122013,-81.6469680115246,-85.8713913006766,0,2.33,-41.15,6.65
-136.419265078551,78.6467343758892,-81.0845586066985,-87.5621757691907,0,16.08,-26.32,3.73
-121.29370347469,79.3992440487606,-80.8135031514982,-88.5857408972623,0,22.64,-24.44,1.21
-102.501808819459,-3.47043863612436,79.8927577489922,-166.422319112868,0,35.1,-19.66,6.26
-100.275061949664,-5.24117643896018,79.9694409145768,-164.728264475617,0,8.76,0.85,4.09
-110.341881194651,77.8063102757836,-80.9581627677592,-86.8481475080245,0,-17.39,-6.4,-18.16
-121.596192407471,75.0704358257068,-82.3372499628797,-82.7331858628271,0,-26.74,3.67,-13.3
-142.534079682413,74.9841348579129,-82.3597554447042,-82.6243794132087,0,-21.52,17.86,-0.52
-155.011721129849,73.051998250834,-83.7430607875213,-79.3089374633127,0,-18.61,22.26,-2.79
-167.589965303292,70.646291245194,-85.9936261458912,-74.6526650993028,0,-17.44,28.62,-12.15
177.872589235516,69.0644111334129,-88.0450592892413,-71.0193518441716,0,-10.27,34.06,-14.02
169.618668987215,68.1140782140104,-89.4663779002749,-68.6477003137355,0,-2.08,34.46,-10.25
160.936890707457,68.3838609281937,-89.1478303492324,-69.2360305789613,0,3.6,22.67,-4.59
153.393444007905,68.5221131806478,-88.9337177382539,-69.5883954423939,0,6.65,21.85,1.62
147.780183650405,69.3348862120333,-87.9751941446836,-71.3596920673496,0,7.92,17.36,2.44
143.82578710207,71.2567017371217,-85.8664852002787,-75.3902165368429,0,7.45,11.86,7.79
140.608040680366,74.2943424981728,-83.4314899692397,-80.8628525289331,0,7.14,7.37,14.38
140.728594172673,78.880100534852,-81.030953571983,-87.849146962869,0,7.02,2.05,19.39
151.234949218589,-2.3855760338089,79.777822339479,-167.39224630567,0,1.54,-11.24,21.71
166.13444425759,-0.862058434156392,79.5934206714551,-168.731362237299,0,-8.06,-28.67,14.63
-178.906759412375,-2.0664812179259,79.7281916111073,-167.661710393181,0,-9,-34.11,2.17
-152.382620941054,80.7329074042835,-80.1286872999764,-90.604220104307,0,3.93,-33.4,-5.47
-142.304966786644,79.2013195923757,-80.5486725575976,-88.652647034778,0,8.94,-26.25,-5.81
-132.632640194381,79.0014210632309,-80.6330865385667,-88.3683345246642,0,12.78,-21.5,-4.72
-121.189467935267,79.6860880253067,-80.3555243820274,-89.3305636432794,0,18.61,-17.76,0.29
-105.273387623268,-4.92539149230837,79.6697553568669,-164.744363864559,0,27.95,-15.58,3.94
